text,hatespeech_comb,hatespeech_G1,annotator_G1,hatespeech_G2,annotator_G2,hatespeech_G3,annotator_G3,pre_processed_text
lei...LEI..para assassinato de fetos.... bolsonaro diz 'vc nao merece ser estuprada' pq da mulher irritando ele - i _ https://t.co/9UNLKInMK2,0,1,C,0.0,I,0,A,leileipara assassinato fetos bolsonaro diz vc nao merece estuprada pq mulher irritando i httpstcounlkinmk
Leite Show no #TheNoite https://t.co/Exk69z7qrn,0,1,A,0.0,I,0,B,leite show thenoite httpstcoexkzqrn
Lembra qnd ce era gorda e feia? —_ sou até hoje  https://t.co/wYROClsi6q,0,1,A,0.0,I,0,D,lembra qnd ce gorda feia — hoje httpstcowyroclsiq
"lembrei d quando meu pai chamou uma mulher d burra e ele foi parar na delegacia
'ele falou que sou burra'
'eu falei q ela é burra mesmo'",1,1,B,1.0,I,0,A,lembrei d pai chamou mulher d burra parar delegacia falou burra falei q burra
"@lenabahirah Puts,o @CARPINEJAR não é gay... Legal a gente ver que as aparências enganam e não fazem a MENOR diferença. #namoradalinda",1,1,C,1.0,It,0,E,putso gay legal gente ver aparências enganam fazem menor diferença namoradalinda
"@LeNaZZo, @homemdeverdade mesmo, tem que ter 2 filhos em 24 territórios a sua escolha....",1,1,A,1.0,V,0,D,lenazzo ter filhos territórios escolha
"@LeNaZZo os parametros para notas são complexos, em resumo: Marlene Mattos é 0, Monica Bellucci é 10 e vc só pegaria a partir do 5 bom...",1,1,A,1.0,It,0,C,parametros notas complexos resumo marlene mattos monica bellucci vc pegaria partir bom
lendo silvia pliz q mulher.............. !!,0,0,D,0.0,It,0,D,lendo silvia pliz q mulher
@LeoLimaDuarte @gabrisinhas então por que diabos essa branquela ta reclamando?!,1,1,A,1.0,V,1,E,então diabos branquela ta reclamando
@LeoLimaDuarte @gabrisinhas mas eu comecei a falar de processo? além de racista agora ces sao cego?,0,1,D,0.0,B,0,E,comecei falar processo além racista agora ce sao cego
@LeoLimaDuarte @gabrisinhas pode crer que num deslize qualquer a gente arranja.,0,0,A,0.0,B,0,C,pode crer deslize qualquer gente arranja
"@LeoLimaDuarte @gabrisinhas se vc concorda com ela, vc reproduz racismo. mas não to aqui pra silenciar negro, cê acha o que quiser.",0,1,D,0.0,B,0,E,vc concorda vc reproduz racismo to aqui pra silenciar negro cê acha quiser
"@leoovini sapatão com jogo tá quase igual hetero, o raca ein",1,1,A,1.0,It,0,D,sapatão jogo tá quase igual hetero raca ein
@leticiabahia23 acho que vc ta no 'movimento feminista' certo.. é contra o aborto também ? acha que trans XY é mulher? ideologia de genero?,0,1,C,0.0,V,0,D,acho vc ta movimento feminista certo contra aborto acha trans xy mulher ideologia genero
@leticiabahia23 A grande definição ideológica que não é mais vivida atualmente. Isso foi passado. So no Isla que falta isso. HJ éesquerdismo,1,1,D,0.0,I,1,B,grande definição ideológica vivida atualmente passado so isla falta hj éesquerdismo
"@leticiabahia23 A mulher não precisa ser obrigatoriamente feminista para ser mulher , porque a maioria não compact _ https://t.co/7LJcsVaBWN",0,0,C,0.0,S,0,D,mulher precisa obrigatoriamente feminista mulher porque maioria compact httpstcoljcsvabwn
@leticiabahia23 cai na real..voce tem que ir dizer isso la na sede do movimento feminista. Olha a agenda dele. Se i _ https://t.co/BbRfhdJGcq,0,1,D,0.0,I,0,D,cai realvoce ir dizer la sede movimento feminista olha agenda i httpstcobbrfhdjgcq
@leticiabahia23  'Luta politica e social para a igualdade de gêneros. Isso ja ocorre exceto no mundo islamico. O fe _ https://t.co/iQOYcMARVc,0,0,C,0.0,B,0,D,luta politica social igualdade gêneros ja ocorre exceto mundo islamico fe httpstcoiqoycmarvc
@leticiabahia23 vc ta no meio termo entre o idiota útil e a massa de manobra da esquerda @InesBolsonaro @otmar03 @ajulysantos,0,1,A,0.0,It,0,D,vc ta meio termo idiota útil massa manobra esquerda ajulysantos
"@levantepopular 
Vá se fuder!
Venezuelanos fugindo para o Brasil e vocês chupando o saco desse merda?",1,1,D,1.0,I,1,C,vá fuder venezuelanos fugindo brasil chupando saco desse merda
"Levante-se diante do cabelo branco, honre o homem idoso e tenha temor do seu Deus. Eu sou Jeová. (Lv. 19:32)",0,0,B,0.0,I,0,E,levantese diante cabelo branco honre homem idoso temor deus jeová lv
"@leveaguiar quando a coisa é ruim nunca representa o feminismo, incrível né",0,1,D,0.0,B,0,C,coisa ruim nunca representa feminismo incrível né
LEVE-O PRO PUTEIRO SE ELE ENTRAR NESSE CAMINHO DE LOL O SR. NUNCA SERÁ AVÔ. BOA SORTE.  #JoaquinResponde https://t.co/wLGmY4Tg1D,1,1,C,1.0,V,1,D,leveo pro puteiro entrar nesse caminho lol sr nunca avô boa sorte joaquinresponde httpstcowlgmytgd
"-Levy Fidelix , cu de homem trans e cis,de gay,de mulher trans e cis,de lésbica,de náo-binário,fluído, etc, reproduz?
-Não
-Absolvido!",1,1,E,1.0,B,0,D,levy fidelix cu homem trans cisde gayde mulher trans cisde lésbicade náobináriofluído etc reproduz absolvido
"-Levy Fidelix, cu de mulher reproduz?
-Não?
-Caso encerrado!",1,1,E,1.0,I,0,B,levy fidelix cu mulher reproduz caso encerrado
"@libdep Pegar refugiados eles não querem, né?",1,0,B,1.0,It,1,B,pegar refugiados querem né
"Liberdade e direitos das mulheres não podem ser postos em causa!
#Liberdade #Islão #Mulheres #Portugal https://t.co/86dGtcm5pc",0,0,A,0.0,V,0,E,liberdade direitos mulheres podem postos causa liberdade islão mulheres portugal httpstcodgtcmpc
"@lice_germano ué, mana, se tu tiver falando de mulher trans, saiba que elas são mulheres. Cuidado com a burra.",1,1,C,0.0,I,1,B,ué mana falando mulher trans saiba mulheres cuidado burra
@Liechoscki ah? Só não tenho vontade de ter...,0,0,B,0.0,It,0,E,ah vontade ter
"liechtenstein tem tudo de bom: monarquia, não aceitou os refugiados, identidade nacional e frio
https://t.co/0bmoZ15Ry9",1,1,B,1.0,It,0,E,liechtenstein tudo bom monarquia aceitou refugiados identidade nacional frio
"@lima_paula Matéria sobre o #idolos no Fqte. mto bom o programa,neam? Tenho que ver mais! Parabéns provcestudo. #amoteucabelo",0,0,C,0.0,It,0,E,matéria sobre idolos fqte mto bom programaneam ver parabéns provcestudo amoteucabelo
"@lim44ndre sim, coloquei na ordem de serem mais pesados mesmo",0,1,D,0.0,S,0,C,sim coloquei ordem serem pesados
"Linda, @SabrinaSatoReal Ajuda a divulgar: O primeiro livro da @melaineribeiro 'A ESCRITORA E O MUSICO' www.aescritoraeomusico.blogspot.com",0,0,D,0.0,S,0,D,linda ajuda divulgar primeiro livro escritora musico wwwaescritoraeomusicoblogspotcom
"Lindo cabide, todo em branco com coração de apliques em pérolas da noivinha Elisangela. https://t.co/X71LBb7bYO",0,0,A,0.0,S,0,C,lindo cabide todo branco coração apliques pérolas noivinha elisangela httpstcoxlbbbyo
@LineBalbinotti Fem é agenda da esquerda. Cade a defesa da raquel quando o cara do PT disse pra estupra-la? acorda _ https://t.co/dsV3rsIWTu,0,1,B,0.0,I,0,A,fem agenda esquerda cade defesa raquel cara pt disse pra estuprala acorda httpstcodsvrsiwtu
@LineBalbinotti Isso não é machismo..isso é bandidagem..CHAME A POLICIA MACHISTA. Entre na justiça dominada por homens,1,1,D,0.0,B,1,A,machismoisso bandidagemchame policia machista justiça dominada homens
@LineBalbinotti Ser bandido nao tem nada a ver com MACHISMO..tem com caráter. cade seu contrato ? procure a policia e advogado.,0,1,D,0.0,I,0,D,bandido nao nada ver machismotem caráter cade contrato procure policia advogado
"Lingerie? Com peitões e não tendo pinto, tá blz https://t.co/om8VN6TeIt",0,1,E,0.0,It,0,A,lingerie peitões tendo pinto tá blz httpstcoomvnteit
"@linknpacto miga, pare. é uma construção social. se você não enxerga isso, além de burra, é racista.",1,1,E,1.0,B,1,C,miga pare construção social enxerga além burra racista
"@linknpacto pq você aprendeu a gostar de branco e vê negro como não-atraente inconscientemente. culpados: mídia, família, brancos em geral.",1,1,A,1.0,Dani,0,C,pq aprendeu gostar branco vê negro nãoatraente inconscientemente culpados mídia família brancos geral
@linknpacto você prefere que eu te explique didaticamente ou te rache?,1,1,C,0.0,V,1,D,prefere explique didaticamente rache
"Li o Expresso durante um dia, talvez uma manhã. Quando terminei, disse à minha mulher: “Isto é perfeito para os avençados do BES”...",0,0,B,0.0,B,0,B,li expresso durante dia talvez manhã terminei disse mulher “ perfeito avençados be ”
"@lipesff @Johnnschubert VERDADE! Ele sempre foi gatinho, mas eu era sapatão demais para prestar atenção hahahah",0,0,B,0.0,I,0,A,verdade sempre gatinho sapatão demais prestar atenção hahahah
"LISBOA,amanhã é a vossa vez.
21h30,Teatro do Bairro.
Há menos bilhetes q rins dos defesas do Braga depois do Mitro _ https://t.co/mkqGIxSpUj",0,0,B,0.0,I,0,A,lisboaamanhã vossa vez hteatro bairro menos bilhetes q rins defesas braga mitro httpstcomkqgixspuj
"#Lisboa, cidade que adoro e me viu nascer.
Acrílico s/tela - #PadrãoDosDescobrimentos e #PonteSalazar https://t.co/XuMRkBw4Yh",0,0,C,0.0,V,0,C,lisboa cidade adoro viu nascer acrílico stela padrãodosdescobrimentos pontesalazar httpstcoxumrkbwyh
"Lisboa, minha bela cidade, a cuja presidência da Câmara me vou candidatar. https://t.co/twB6OLbwNw",0,0,C,0.0,I,0,E,lisboa bela cidade cuja presidência câmara vou candidatar httpstcotwbolbwnw
"#LittleMix 'Jesy é gorda, feia, não tem bunda, não tem destaque nas LM e se parece com a mulher do Chuck' Amor quem _ https://t.co/Gqs6rUdKwD",1,1,C,1.0,V,1,E,littlemix jesy gorda feia bunda destaque lm parece mulher chuck amor httpstcogqsrudkwd
"#LittleMix VC q por  acaso acha q Jesy é feia, gorda, se parece com a mulher do Chuck VC esta cego com problemas me _ https://t.co/oiIN74x12O",0,1,D,0.0,I,0,B,littlemix vc q acaso acha q jesy feia gorda parece mulher chuck vc cego problemas httpstcooiinxo
"Lívia Nepomuceno, FOX Sports. Só consigo olhar para uma coisa. Duas, no caso. https://t.co/r2FtcEZGRT",0,0,E,0.0,V,0,E,lívia nepomuceno fox sport consigo olhar coisa duas caso httpstcorftcezgrt
"@LivresParaFalar obrigada, publiquei e enviei para outros sites",0,0,D,0.0,I,0,B,obrigada publiquei enviei outros site
Livro 'As Grandes Mentiras Sobre a Igreja Católica' já como 3º mais vendido na Folha! Parabéns galera do _ https://t.co/qFTyqrzFw4,0,0,E,0.0,It,0,A,livro grandes mentiras sobre igreja católica º vendido folha parabéns galera httpstcoqftyqrzfw
"Lligação prum gordo: 'E AE GORDO, BORA ALMOÇA??' 'BORA, DEIXA EU SÓ TERMINA DE ALMOÇA AQUI'",1,1,C,1.0,I,0,D,lligação prum gordo ae gordo bora almoça bora deixa termina almoça aqui
lógico que defendo direito das mulheres não usarem burca/hijab porém elas tbm tem direito de usar então não adiana atacar a nike por vender,1,1,D,0.0,I,1,B,lógico defendo direito mulheres usarem burcahijab porém tbm direito usar então adiana atacar nike vender
"@loIitagem o Oscar é racista. se tu diz que não, é ignorar o racismo apontado pelos negros. 'só porque não tem' não tem, that is the point.",0,0,A,0.0,B,1,B,oscar racista diz ignorar racismo apontado negro porque that is the point
LOL Não têm vergonha. E seis milhões de bilhetes IDA de avião para os refugiados que já cá estão? https://t.co/JHAdv7DClo,1,1,A,1.0,It,1,C,lol têm vergonha seis milhões bilhetes ida avião refugiados cá httpstcojhadvdclo
"Loreal Double , tem 2 aplicadores, o branco que forma uma base ( primer) hidratante, deixando os cílios... https://t.co/k6pctcAgZD",0,0,C,0.0,B,0,D,loreal double aplicadores branco forma base primer hidratante deixando cílios httpstcokpctcagzd
@lornwtf @estadohiramico @cassiomorais a realidade costuma arder nos olhos de quem se esquiva,0,1,C,0.0,V,0,C,realidade costuma arder olhos esquiva
"Love on Top mas de fufas, estou lá",0,1,E,0.0,V,0,D,love on top fufas lá
@luana_filipaa acho  melhor q ele use so  mao pq realmente este mundo anda todo assim só fufas para um lado gays para otr ih nada contra ahn,1,1,C,1.0,I,1,A,acho melhor q use so mao pq realmente mundo anda todo assim fufas lado gay otr ih nada contra ahn
"Luana foi morta ao solicitar que fosse revistada por uma policial mulher, o que era um direito dela. O caso foi... https://t.co/2W2KWnbQOC",0,0,B,0.0,S,1,B,luana morta solicitar revistada policial mulher direito caso httpstcowkwnbqoc
@LuanDUG mulher é tudo burra  brincadeira!,1,1,C,1.0,B,0,E,mulher tudo burra brincadeira
LUAN SANTANA É ELEITO O NOVO PAPA  #ParabensLuanSantana #HabemusPapam #ChupaBrasil,0,1,C,0.0,B,0,B,luan santana eleito novo papa parabensluansantana habemuspapam chupabrasil
@lucasmzanella e quando não pôde? tem alguma lei que proíbe? tem alguma polícia que prenda quem não usa? tem alguém defendendo isso?,0,1,D,0.0,V,0,D,pôde alguma lei proíbe alguma polícia prenda usa alguém defendendo
@lucasmzanella leu mesmo? ou falta interpretação de texto? https://t.co/qrKHCFktRC,0,1,A,0.0,It,0,D,leu falta interpretação texto httpstcoqrkhcfktrc
"@lucasmzanella olha, nem vale a pena, viu. Lê o texto. Direito, pq né.",0,0,E,0.0,I,0,B,olha vale pena viu lê texto direito pq né
@lucasmzanella vale a pena ler o artigo antes de falar merda.,1,1,E,1.0,Dani,0,E,vale pena ler artigo ante falar merda
"'@LucianoHuck vai ao Líbano ajudar refugiados'
O mesmo q fechou uma praia em Angra e fez dela propriedade privada pra pobrezada não entrar",0,1,C,0.0,B,0,E,vai líbano ajudar refugiados q fechou praia angra fez propriedade privada pra pobrezada entrar
@Ludowhistle @xismaisxis @zlando ai agora já não é sharia? De todo o modo jihad é radicalismo não é a base do islão.,1,1,D,1.0,Dani,0,D,ai agora sharia todo modo jihad radicalismo base islão
"@Ludowhistle @zlando @xismaisxis o islão tem por base o amor,porém é interpretado por bestas em muitos sítios. Os valores não são diferentes",0,0,D,0.0,I,0,E,islão base amorporém interpretado bestas muitos sítios valores diferentes
@Ludowhistle @zlando @xismaisxis um artigo que começa por Islão deve ser proibido é excelente para mostrar isenção,0,1,C,0.0,It,0,A,artigo começa islão deve proibido excelente mostrar isenção
"'lugar de mulher é na cozinha'
Seus machistas de merda, lugar de mulher é onde ela quiser. Desde q pelada. https://t.co/xhKXOHQLlY",1,1,C,1.0,V,1,A,lugar mulher cozinha machistas merda lugar mulher onde quiser desde q pelada httpstcoxhkxohqlly
"Lugares comuns do Sistema 
https://t.co/rslr3x30TY#GNR #PNR #RenovarPortugal",0,0,A,0.0,It,0,C,lugares comuns sistema
"Lugares da minha Pátria.
Câmara de Lobos, Ilha da Madeira. https://t.co/LhVz0m1IiD",0,0,C,0.0,B,0,B,lugares pátria câmara lobos ilha madeira httpstcolhvzmiid
"Lugares da minha Pátria
Góis (Distrito de Coimbra) https://t.co/dxyYYZN1Us",0,0,B,0.0,Dani,0,C,lugares pátria góis distrito coimbra httpstcodxyyyznus
"Lugares da minha Pátria.
Ponta oriental da Ilha da Madeira com 'Desertas' ao fundo.
#IlhaDaMadeira #Caniço _ https://t.co/YBbo7yeuUJ",0,0,C,0.0,B,0,E,lugares pátria ponta oriental ilha madeira desertas fundo ilhadamadeira caniço httpstcoybboyeuuj
"@LuisaSoffner não tem os cromossomos XX não é mulher, não é preconceito, é biologia",1,1,A,1.0,Dani,0,D,cromossomos xx mulher preconceito biologia
@LuisaSoffner prova que eu to errado,0,0,A,0.0,It,0,B,prova to errado
"@LuisFernOli Sim, com certeza. De fato, me 'apressei' um pouco... mas não deixa de ser uma decisão absurda do msm jeito. Abs",0,0,A,0.0,It,0,B,sim certeza fato apressei pouco deixa decisão absurda msm jeito ab
@luisgomestube Fico contente por ser o único da tua lista que ainda está vivo,0,1,E,0.0,V,0,B,fico contente único lista ainda vivo
@Luiz_EduardoRS @ronaldocaiado @Desesquerdizada @jairbolsonaro  @SimoneTebetms Vídeo idiota e mentiroso enviado por um psol-ista. Lixo!,1,1,C,1.0,Dani,1,A,vídeo idiota mentiroso enviado psolista lixo
"@luizsergiovo : ser pós moderno não é coisa de @homemdeverdade, portanto @fodemal !",0,1,E,0.0,I,0,C,pós moderno coisa homemdeverdade portanto
#LulaPrezidente pra garantir o direito do povo de dar o c* e morrer de endocardite bacteriana...,1,1,D,1.0,Dani,0,C,lulaprezidente pra garantir direito povo dar c morrer endocardite bacteriana
@luluvet Estou dizendo que vc é míope. Enxerga a sua rua e mais nada! Inclusive interpretação de texto,0,1,D,0.0,I,0,A,dizendo vc míope enxerga rua nada inclusive interpretação texto
"@luluvet @PSOLOficial Claro, ficou evidente pelo número de homicídios...",0,0,B,0.0,B,0,E,claro ficou evidente número homicídios
@luomobli @Curate_Angola não sei mas acho incorrecto.,0,0,D,0.0,V,0,A,sei acho incorrecto
@luperc4lia oi! eu pensei nisso mais cedo e criei um email. pode mandar no gentebranca1@gmail.com,0,1,C,0.0,I,0,A,oi pensei nisso cedo criei email pode mandar gentebrancagmailcom
"@Lusa_noticias 
Os democratas... gente 'tolerante' que não sabe aceitar a mudança que se está a operar.",0,1,A,0.0,It,0,D,democratas gente tolerante sabe aceitar mudança operar
"@Lusa_noticias 
Tem boa solução: arranje um OVNI. https://t.co/rqBFOzA51W",0,1,D,0.0,I,0,C,boa solução arranje ovni httpstcorqbfozaw
"Lutar pelos nossos direitos
https://t.co/WXh1mD4iVv#Portugal #PNR #RenovarPortugal",0,0,A,0.0,B,0,E,lutar direitos
"@lwtgosoIo Feminismo: 
-defende TODAS as pautas da esquerda.
-é só a esquerda perder que faz protesto
-nunca protes _ https://t.co/RRu8gA5zOW",0,1,C,0.0,B,0,B,feminismo defende toda pautas esquerda esquerda perder faz protesto nunca protes httpstcorrugazow
"@LZuckerberg @JOAQUINVOLTOU Sim, mas elas comemoram como se fosse o dia da mulher LESBICA/GAY e nao de qq mulher (agenda da esquerda)",0,0,C,1.0,It,0,B,sim comemoram dia mulher lesbicagay nao qq mulher agenda esquerda
@M_Elizanarciso para pessoas desconhecidas e que vc não sabe qual a índole. A ideia de abrigar TODOS refugiados é a mesma coisa,1,1,C,1.0,It,0,B,pessoas desconhecidas vc sabe índole ideia abrigar todos refugiados mesma coisa
"@maathbz credoo kkkkkkkkk
melhor usar cabelo de homem mesmo...",1,1,B,1.0,Dani,0,C,credoo kkkkkkkkk melhor usar cabelo homem
"@maathbz nossa, cada vez mais bizarro o que a esquerda inventa...",0,1,D,0.0,B,0,C,cada vez bizarro esquerda inventa
"@maathbz ñ,pq p/ mim ñ faz sentido ter filhos p/ ficarem num mundo tão injusto e violento,c/ a esquerda crescendo cada vez +.Prefiro adotar",0,0,A,0.0,It,0,E,ñpq p mim ñ faz sentido ter filhos p ficarem mundo tão injusto violentoc esquerda crescendo cada vez prefiro adotar
@macedowesleey @Felipebastos022 só não pode ser gorda e feia,1,1,B,1.0,V,1,C,pode gorda feia
"macho escroto quando quer ser escroto não precisa a mina tá com roupa curta não, pode tá de burca que essas porra mexe",0,1,B,0.0,B,0,B,macho escroto quer escroto precisa mina tá roupa curta pode tá burca porra mexe
@macsanto777 Nazista é contra JUDEU..contra Israel... bolsonaro é pro-Israel.... o que uma pessoa que defende israel tem a ver com nazi?,1,1,C,1.0,It,0,B,nazista contra judeucontra israel bolsonaro proisrael pessoa defende israel ver nazi
@macsanto777 Nazista é contra judeu e negro. Bolsonaro é a favor de Judeu-israel e o sogro dele é o Paulo Negao..pesquisa na net,0,0,E,0.0,B,0,E,nazista contra judeu negro bolsonaro favor judeuisrael sogro paulo negaopesquisa net
@macsanto777 Se o cara é extremista e tira foto com bolsonaro..isso nao faz o fotografado se tornar nazista.,0,0,D,1.0,It,0,D,cara extremista tira foto bolsonaroisso nao faz fotografado tornar nazista
"@macsanto777 voce ta lendo muito catraca livre meu amigo ...Fidel que matou milhoes tirou foto ao lado de LULA, DILMA, AECIO..",0,0,B,0.0,I,1,B,voce ta lendo catraca livre amigo fidel matou milhoes tirou foto lado lula dilma aecio
"Macumba contra filhos de Deus,NÃO PEGA.Nos somos remidos com o sangue de Cristo. Isso não é perseguição religiosa... https://t.co/SACLU0vvTT",0,1,B,0.0,Dani,0,E,macumba contra filhos deusnão peganos remidos sangue cristo perseguição religiosa httpstcosacluvvtt
"@madjunto_pt se não s atender os imigrantes portugueses na Vzla  pronto, vão  ser refugiados em algum país também. Muito casos são trágico",0,1,A,0.0,Dani,0,D,s atender imigrantes portuguese vzla pronto vão refugiados algum país casos trágico
@MaeCumba tem o passo a passo aqui: http://t.co/QwYFoWjp,0,0,A,0.0,V,0,C,passo passo aqui httptcoqwyfowjp
"Mãe desiste eu sou gorda e feia e ñ há volta a dar e se não gostas lembra-te q foste tu q fizeste mal o trabalho, aceita q dói menos",1,1,D,1.0,It,0,E,mãe desiste gorda feia ñ volta dar gostas lembrate q foste q fizeste mal trabalho aceita q dói menos
-Mãe me da um biscoito? -Pegue você mesmo meu filho. -Mas eu não tenho braços!! -Sem braços sem biscoito!,0,1,B,0.0,V,0,D,mãe biscoito pegue filho braços braços biscoito
mãe to na globo http://t.co/AzIoc51k,0,0,A,0.0,V,0,E,mãe to globo httptcoaziock
"@mafiasumers bati muita punheta pra esse vídeo, muito bom, recomendo",0,1,A,0.0,Dani,0,B,bati muita punheta pra vídeo bom recomendo
"@mafiasumers mano, esse vídeo certeza que foi baseado em fatos reais",0,0,C,0.0,I,0,A,mano vídeo certeza baseado fatos reais
"@MagnoMaltaOfc  Por favor senador, recorra ao projeto que aprovou o 'casamento gay'O senhor é o único que pode recorrer, tem coragem.",1,1,A,1.0,It,0,B,favor senador recorra projeto aprovou casamento gayo senhor único pode recorrer coragem
"Magra - gorda , com ou sem estrias , feia - bonita ... não importa porque vocês são perfeitas !
Feliz dia da mulher",0,1,D,0.0,I,0,D,magra gorda estrias feia bonita importa porque perfeitas feliz dia mulher
Magrela feia —_ Sou gorda amor https://t.co/tSU5XTen3m,0,1,A,0.0,B,0,A,magrela feia — gorda amor httpstcotsuxtenm
Mais Cristãos sendo atacados na África pelo estado Islâmico. https://t.co/RARzxP2txv,0,0,D,0.0,It,1,B,cristãos sendo atacados áfrica estado islâmico httpstcorarzxptxv
Mais de duas mil solicitações recebidas pela Polícia Militar do Rio foram pedidos de socorro sobre violência... https://t.co/03muDB6uAI,0,0,D,0.0,Dani,0,A,duas mil solicitações recebidas polícia militar rio pedidos socorro sobre violência httpstcomudbuai
Mais deprimido que a Grazi Massafera assistindo Amores Roubados,0,1,A,0.0,It,0,A,deprimido grazi massafera assistindo amores roubados
"Mais mel na chupeta que isso impossível. Explicação cristalina feito água:
'A bacharel em História e educadora... https://t.co/k5x79T26w7",0,1,E,0.0,B,0,E,mel chupeta impossível explicação cristalina feito água bacharel história educadora httpstcokxtw
"'mais mulheres na política!'
A maioria do eleitorado é mulher! 
Não são mais eleitas pq mulher não confia em mulher nenhuma",1,1,C,1.0,It,0,A,mulheres política maioria eleitorado mulher eleitas pq mulher confia mulher nenhuma
mais preguiça que o cara que desenhou a bandeira da Líbia,0,0,C,1.0,S,0,A,preguiça cara desenhou bandeira líbia
Mais pura verdade. A grande imprensa não aceita sua vitória é só 'bate' nele desde a posse. https://t.co/hQkMullFjP,0,0,E,0.0,I,0,D,pura verdade grande imprensa aceita vitória bate nele desde posse httpstcohqkmullfjp
"mais sapatão que isso, só isso https://t.co/LadAgP8NRx",1,1,E,1.0,It,0,B,sapatão httpstcoladagpnrx
Mais uma armação dá Globo para desmoralizar cristãos evangélicos. https://t.co/5QVWcP44xY,0,1,D,0.0,I,0,D,armação dá globo desmoralizar cristãos evangélicos httpstcoqvwcpxy
Mais uma Bíblia em quadrinhos para crianças.#NãoAutorizada...Beira a livros pornô para adultos. Zombando de... https://t.co/gDJ7YXDaqE,1,1,A,1.0,S,0,E,bíblia quadrinhos criançasnãoautorizadabeira livros pornô adultos zombando httpstcogdjyxdaqe
Mais uma da guerreira @dianafigueredoo ao vivasso & receba @mandy_sant https://t.co/R0ZW1ZSkc7,0,0,C,0.0,It,0,A,guerreira vivasso receba httpstcorzwzskc
Mais um ano e novamente a @PretaGil comprova que tem o pior e mais falido bloco de Salvador. #nãotemninguém,0,0,E,0.0,Dani,0,A,ano novamente comprova pior falido bloco salvador nãotemninguém
"MAIS UM CASO DE CARECAFOBIA.
ATÉ QUANDO? https://t.co/MvBRhsd532",0,0,C,0.0,I,0,A,caso carecafobia httpstcomvbrhsd
"Mais um episódio na novela das viagens, agora envolvendo protagonistas da CDU. É tudo farinha do mesmo saco! 
https://t.co/sTZlEpKzcL",0,1,E,0.0,It,0,C,episódio novela viagens agora envolvendo protagonistas cdu tudo farinha saco
"Mais um órgão de comunicação social de referência, na lista dos #fakenews 
Shame on Der #Spiegel
#AfD #Trump 
@pnr https://t.co/5kbxPaKDES",0,1,D,0.0,It,0,D,órgão comunicação social referência lista fakenews shame on der spiegel afd trump httpstcokbxpakdes
Mais um país decadente... https://t.co/xcNxNkFcRc,0,1,D,0.0,S,0,A,país decadente httpstcoxcnxnkfcrc
' @maitabom Doces ou travessuras? ' Os dois! Não necessariamente nessa órdem rs... ;),0,0,B,0.0,It,0,C,doces travessuras doi necessariamente nessa órdem r
'Malditos chineses nos ensinando malditas lições que não queremos aprender!' https://t.co/7adaCrTzES,1,1,A,1.0,Dani,1,B,malditos chinese ensinando malditas lições queremos aprender httpstcoadacrtzes
Mal posso esperar pra ver a mulher do ES chegar na cozinha do #MasterChefBR com suas panelas de barro,0,0,D,0.0,I,0,D,mal posso esperar pra ver mulher e chegar cozinha masterchefbr panelas barro
"Malta de LISBOA, esta é para vocês:
Já restam muito poucos bilhetes para o show de 2ª feira (dia 20).
Apanhem-nos n _ https://t.co/eEVmAbbpeu",0,0,C,0.0,It,0,A,malta lisboa restam poucos bilhetes show ª feira dia apanhemnos n httpstcoeevmabbpeu
"Malta de Lousada e arredores,hoje vou estar no Will's Rock Club com o Rui Xará para uma noite de humor calminho, pa _ https://t.co/ng0SUTDCM9",0,0,A,0.0,I,0,E,malta lousada arredoreshoje vou will rock club rui xará noite humor calminho pa httpstcongsutdcm
"#MamãeEuQuero, #MamãeEuQuero, #MamãeEuQuero esquerdar, chora no banho, chora no banho, chora no banho pra sua vergonha passar...",0,1,A,0.0,B,0,E,mamãeeuquero mamãeeuquero mamãeeuquero esquerdar chora banho chora banho chora banho pra vergonha passar
"#MamãeEuQuero
#MamãeEuQuero
Mamãe Eu Quero Lacrar
Entrei No Feice
Entrei No Feice
E Um Textão Agora Eu Vou Postar",0,0,B,0.0,It,0,C,mamãeeuquero mamãeeuquero mamãe quero lacrar entrei feice entrei feice textão agora vou postar
"Mancham a imagem do Pastor Silas Malafaia, soltam da cadeia o assassino Goleiro Bruno...
Isso que é Brasil",0,0,E,0.0,I,0,B,mancham imagem pastor silas malafaia soltam cadeia assassino goleiro bruno brasil
Manchete feita pelo Advogado do PCC https://t.co/MFyF6zzxI4,0,1,D,0.0,It,0,E,manchete feita advogado pcc httpstcomfyfzzxi
Manda pro seu amigo franguinha - http://bigassmessage.com/2fef80ca9,1,1,A,1.0,I,0,B,manda pro amigo franguinha httpbigassmessagecomfefca
"MANDE SEU FILHO ARRUMAR UMA MULHER DECENTE NÃO UMA BISCATE
#JOAQUINRESPONDE https://t.co/bsXqWCpvua",1,1,A,1.0,Dani,0,B,mande filho arrumar mulher decente biscate joaquinresponde httpstcobsxqwcpvua
@manguaca82 estamos destruindo essa porcaria. Avante!,1,1,A,0.0,I,1,B,destruindo porcaria avante
"@ManNextDoor Reparei que ficaste chateado com uma coisa que nem era para ti.Se me querias dizer alguma coisa, era mais rápido enviar msg",0,0,B,0.0,B,0,C,reparei ficaste chateado coisa tise querias dizer alguma coisa rápido enviar msg
Mano q mulher inteligente da porra eu tô me sentindo burra,1,1,E,1.0,V,0,C,mano q mulher inteligente porra tô sentindo burra
